#chr	pos	class	strand	S1	S2
Chr1	74927	CHH	G	40/0.0/0/3	0
Chr1	74934	CHH	C	40/0.0/0/2	40/0.0/0/1
Chr1	74935	CHH	C	40/0.0/0/2	40/0.0/0/1
Chr1	74940	CHH	C	40/0.0/0/2	40/0.0/0/1
Chr1	74941	CHG	C	40/0.0/0/2	40/0.0/0/1
Chr1	74943	CHG	G	40/0.0/0/4	0
Chr1	74950	CHH	G	40/0.0/0/5	0
Chr1	74951	CHH	C	40/0.0/0/2	0
Chr1	74958	CHH	G	40/0.0/0/5	0
Chr1	74959	CHH	C	40/0.0/0/2	0
Chr1	74962	CHH	G	40/0.0/0/5	0
Chr1	74965	CHH	G	40/0.0/0/5	0
Chr1	74970	CHH	G	40/0.0/0/3	40/0.0/0/1
Chr1	74988	CHG	G	40/0.0/0/2	40/0.0/0/1
Chr1	74992	CHH	G	40/0.0/0/2	40/0.0/0/1
Chr1	74993	CHH	G	40/0.0/0/2	40/0.0/0/1
Chr1	74997	CHH	G	40/0.0/0/2	40/0.0/0/1
Chr1	74998	CHH	G	40/0.0/0/2	40/0.0/0/1
Chr1	75004	CHH	G	40/0.0/0/2	40/0.0/0/1
Chr1	75006	CHH	G	40/0.0/0/2	40/0.0/0/1
Chr1	75016	CHH	G	40/0.0/0/3	40/0.0/0/1
Chr1	75022	CG	G	40/0.0/0/3	40/0.0/0/1
Chr1	75023	CHG	G	40/0.0/0/3	40/0.0/0/1
Chr1	75025	CG	G	40/0.0/0/3	40/0.0/0/1
Chr1	75029	CHH	G	40/0.0/0/2	40/0.0/0/1
Chr1	75048	CHH	G	40/0.0/0/4	40/0.0/0/2
Chr1	75051	CHH	G	40/0.0/0/3	40/0.0/0/3
Chr1	75057	CG	G	40/0.0/0/3	40/0.0/0/3
Chr1	75058	CHG	G	40/0.0/0/4	40/0.0/0/3
Chr1	75060	CG	G	40/0.0/0/4	40/0.0/0/3
Chr1	75064	CHH	G	40/0.0/0/3	40/0.0/0/3
Chr1	75094	CHH	C	40/0.0/0/1	0
Chr1	75097	CHH	G	40/0.0/0/4	40/0.0/0/3
Chr1	75098	CHG	C	40/0.0/0/1	40/0.0/0/1
Chr1	75100	CHG	G	40/0.0/0/6	40/0.0/0/3
Chr1	75106	CG	C	40/0.0/0/1	40/0.0/0/1
Chr1	75107	CG	G	40/0.0/0/6	40/0.0/0/3
Chr1	75111	CHH	C	40/0.0/0/1	40/0.0/0/1
Chr1	75116	CHH	C	40/0.0/0/2	40/0.0/0/1
Chr1	75118	CHH	C	40/0.0/0/2	0
Chr1	75126	CHH	C	40/0.0/0/2	40/0.0/0/1
Chr1	75133	CHH	C	40/0.0/0/2	40/0.0/0/1
Chr1	75137	CG	C	40/0.0/0/2	40/0.0/0/2
Chr1	75138	CG	G	40/0.0/0/5	40/0.0/0/3
Chr1	75142	CHG	C	40/0.0/0/1	40/0.0/0/1
Chr1	75144	CHG	G	40/0.0/0/5	40/0.0/0/3
Chr1	75146	CHH	G	40/0.0/0/5	40/0.0/0/3
Chr1	75147	CHG	C	40/0.0/0/2	40/0.0/0/1
Chr1	75149	CHG	G	40/0.0/0/5	40/0.0/0/3
Chr1	75150	CHH	C	40/0.0/0/2	40/0.0/0/1
Chr1	75155	CHH	G	40/0.0/0/4	40/0.0/0/2
Chr1	75157	CHH	C	40/0.0/0/2	40/0.0/0/1
Chr1	75160	CHH	G	40/0.0/0/4	40/0.0/0/2
Chr1	75163	CHH	C	40/0.0/0/2	40/0.0/0/1
Chr1	75168	CHH	C	40/0.0/0/2	40/0.0/0/1
Chr1	75171	CHH	G	40/0.0/0/4	40/0.0/0/1
Chr1	75175	CHH	C	40/0.0/0/4	40/0.0/0/1
Chr1	75178	CHH	C	40/0.0/0/3	40/0.0/0/1
Chr1	75187	CHH	G	40/0.0/0/2	40/0.0/0/1
Chr1	75189	CHH	C	40/0.0/0/3	40/0.0/0/1
Chr1	75194	CHH	G	40/0.0/0/2	40/0.0/0/1
Chr1	75196	CHH	G	40/0.0/0/2	0
Chr1	75197	CHH	G	40/0.0/0/2	0
Chr1	75199	CG	C	40/0.0/0/3	40/0.0/0/1
Chr1	75200	CG	G	40/0.0/0/1	0
Chr1	75202	CHH	G	40/0.0/0/1	0
Chr1	75204	CG	C	40/0.0/0/3	40/0.0/0/1
Chr1	75205	CG	G	40/0.0/0/1	0
Chr1	75214	CHH	C	40/0.0/0/3	40/0.0/0/1
Chr1	75224	CG	C	40/0.0/0/3	40/0.0/0/2
Chr1	75234	CHG	C	40/0.0/0/3	40/0.0/0/2
Chr1	75243	CHH	C	40/0.0/0/3	40/0.0/0/2
Chr1	75245	CHH	C	40/0.0/0/2	40/0.0/0/2
Chr1	75261	CG	C	40/0.0/0/2	40/0.0/0/2
Chr1	75269	CHH	C	40/0.0/0/1	40/0.0/0/1
Chr1	75284	CHH	C	0	40/0.0/0/2
Chr1	75323	CHH	C	0	40/0.0/0/1
Chr1	75328	CHH	C	40/0.0/0/2	40/0.0/0/1
Chr1	75330	CHH	C	40/0.0/0/2	40/0.0/0/1
Chr1	75337	CHH	C	40/0.0/0/2	40/0.0/0/1
Chr1	75338	CHG	C	40/0.0/0/2	40/0.0/0/1
Chr1	75339	CG	C	40/0.0/0/2	40/0.0/0/1
Chr1	75346	CHG	C	40/0.0/0/2	40/0.0/0/1
Chr1	75361	CHH	C	40/0.0/0/2	40/0.0/0/2
Chr1	75372	CHH	G	40/0.0/0/1	0
Chr1	75373	CHH	C	40/0.0/0/2	40/0.0/0/1
Chr1	75378	CHH	G	40/0.0/0/1	0
Chr1	75384	CHH	G	40/0.0/0/1	0
Chr1	75388	CHH	G	40/0.0/0/1	0
Chr1	75394	CHH	G	40/0.0/0/1	0
Chr1	75396	CHH	C	40/0.0/0/1	40/0.0/0/1
Chr1	75399	CHH	C	40/0.0/0/1	40/0.0/0/1
Chr1	75402	CHH	C	40/0.0/0/1	40/0.0/0/1
Chr1	75404	CHH	C	40/0.0/0/1	40/0.0/0/1
Chr1	75407	CHH	G	40/0.0/0/2	0
Chr1	75410	CHH	G	40/0.0/0/2	40/0.0/0/2
Chr1	75411	CHH	C	40/0.0/0/1	40/0.0/0/1
Chr1	75415	CHH	C	40/0.0/0/1	40/0.0/0/2
Chr1	75418	CHH	G	40/0.0/0/5	40/0.0/0/2
Chr1	75420	CHH	C	40/0.0/0/1	40/0.0/0/3
Chr1	75422	CG	C	40/0.0/0/1	40/0.0/0/3
Chr1	75423	CG	G	40/0.0/0/5	40/0.0/0/2
Chr1	75428	CHH	G	40/0.0/0/5	40/0.0/0/1
Chr1	75430	CHH	C	40/0.0/0/1	40/0.0/0/2
Chr1	75440	CHH	C	40/0.0/0/2	40/0.0/0/2
Chr1	75451	CHH	G	40/0.0/0/12	40/0.0/0/4
Chr1	75454	CHH	C	40/0.0/0/2	40/0.0/0/1
Chr1	75456	CG	C	40/0.0/0/2	40/0.0/0/1
Chr1	75457	CG	G	40/0.0/0/11	40/0.0/0/4
Chr1	75459	CG	C	40/0.0/0/2	0
Chr1	75460	CG	G	40/0.0/0/11	40/0.0/0/4
Chr1	75462	CHH	G	40/0.0/0/13	40/0.0/0/6
Chr1	75464	CHH	G	40/0.0/0/14	40/0.0/0/7
Chr1	75465	CHH	C	40/0.0/0/2	0
Chr1	75471	CHH	C	40/0.0/0/2	0
Chr1	75472	CHH	C	40/0.0/0/2	0
Chr1	75477	CHG	C	40/0.0/0/1	0
Chr1	75478	CG	C	40/0.0/0/1	0
Chr1	75479	CG	G	40/0.0/0/16	40/0.0/0/10
Chr1	75481	CHG	C	40/0.0/0/1	0
Chr1	75483	CHG	G	40/0.0/0/17	40/0.0/0/11
Chr1	75492	CG	C	0	40/0.0/0/1
Chr1	75493	CG	G	40/0.0/0/18	40/0.0/0/14
Chr1	75495	CHH	C	0	40/0.0/0/1
Chr1	75497	CHH	C	0	40/0.0/0/1
Chr1	75506	CHG	G	40/0.0/0/20	40/0.0/0/23
Chr1	75511	CG	G	40/0.0/0/21	40/0.0/0/26
Chr1	75543	CG	C	0	40/0.0/0/1
Chr1	75544	CG	G	40/0.0/0/30	40/0.0/0/30
Chr1	75556	CHH	C	0	40/0.0/0/1
Chr1	75564	CHH	C	0	40/0.0/0/1
Chr1	75570	CHH	C	0	40/0.0/0/1
Chr1	75577	CHH	C	0	40/0.0/0/2
Chr1	75578	CHH	C	0	40/0.0/0/2
Chr1	75581	CHH	C	0	40/0.0/0/2
Chr1	75582	CHH	C	0	40/0.0/0/2
Chr1	75588	CHH	C	40/100.0/1/0	40/0.0/0/2
Chr1	75589	CHH	C	40/100.0/1/0	40/0.0/0/2
Chr1	75596	CHH	G	40/0.0/0/26	40/0.0/0/38
Chr1	75603	CHH	C	40/0.0/0/2	40/0.0/0/3
Chr1	75606	CHH	G	40/0.0/0/30	40/0.0/0/42
Chr1	75610	CHH	C	40/0.0/0/2	40/0.0/0/3
Chr1	75613	CHH	C	40/0.0/0/2	0
Chr1	75617	CHH	C	40/0.0/0/2	40/0.0/0/3
Chr1	75619	CHG	C	40/0.0/0/2	40/0.0/0/3
Chr1	75621	CHG	G	40/0.0/0/29	40/0.0/0/48
Chr1	75626	CHH	C	40/0.0/0/2	40/0.0/0/4
Chr1	75629	CHH	G	40/0.0/0/32	40/0.0/0/59
Chr1	75631	CHH	C	40/0.0/0/4	40/0.0/0/4
Chr1	75632	CHH	C	40/0.0/0/4	40/0.0/0/2
Chr1	75635	CHH	G	40/2.9/1/34	40/0.0/0/56
Chr1	75638	CHH	G	40/0.0/0/31	40/0.0/0/49
Chr1	75639	CHH	G	40/3.2/1/30	40/0.0/0/46
Chr1	75641	CHH	G	40/0.0/0/32	40/0.0/0/44
Chr1	75642	CHH	G	40/0.0/0/31	40/0.0/0/50
Chr1	75645	CG	C	40/0.0/0/4	40/0.0/0/5
Chr1	75646	CG	G	40/0.0/0/32	40/0.0/0/53
Chr1	75648	CG	C	40/0.0/0/4	40/0.0/0/6
Chr1	75649	CG	G	40/0.0/0/32	40/0.0/0/49
Chr1	75651	CHH	C	40/0.0/0/5	40/0.0/0/5
Chr1	75654	CHH	C	40/20.0/1/4	40/0.0/0/6
Chr1	75655	CHH	C	40/20.0/1/4	40/0.0/0/6
Chr1	75657	CHH	C	0	40/0.0/0/7
Chr1	75659	CHH	C	40/20.0/1/4	40/0.0/0/7
Chr1	75663	CG	C	40/0.0/0/5	40/0.0/0/7
Chr1	75664	CG	G	0	40/0.0/0/54
Chr1	75665	CG	C	40/0.0/0/5	40/0.0/0/7
Chr1	75666	CG	G	0	40/1.9/1/53
Chr1	75668	CG	C	40/20.0/1/4	40/0.0/0/8
Chr1	75669	CG	G	40/0.0/0/37	40/0.0/0/52
Chr1	75670	CHH	C	40/0.0/0/4	40/0.0/0/8
Chr1	75671	CHH	C	40/0.0/0/5	40/0.0/0/8
Chr1	75674	CHH	C	40/0.0/0/5	40/0.0/0/8
Chr1	75675	CHH	C	0	40/0.0/0/8
Chr1	75680	CHH	C	40/0.0/0/6	40/0.0/0/7
Chr1	75683	CHH	G	40/4.7/2/41	40/0.0/0/45
Chr1	75688	CHH	C	40/0.0/0/5	40/0.0/0/8
Chr1	75689	CHH	C	40/0.0/0/5	40/0.0/0/7
Chr1	75692	CHH	G	40/0.0/0/41	40/0.0/0/45
Chr1	75693	CHH	G	40/0.0/0/37	40/0.0/0/43
Chr1	75694	CHG	C	40/0.0/0/4	40/0.0/0/5
Chr1	75696	CHG	G	40/0.0/0/42	40/0.0/0/43
Chr1	75697	CG	C	40/0.0/0/5	40/0.0/0/5
Chr1	75698	CG	G	40/0.0/0/48	40/0.0/0/42
Chr1	75701	CG	C	40/0.0/0/6	40/0.0/0/8
Chr1	75702	CG	G	40/0.0/0/46	40/0.0/0/44
Chr1	75707	CG	C	40/0.0/0/5	40/0.0/0/8
Chr1	75708	CG	G	40/0.0/0/47	40/0.0/0/43
Chr1	75710	CHH	C	40/0.0/0/5	40/0.0/0/8
Chr1	75714	CHH	G	40/0.0/0/50	40/0.0/0/38
Chr1	75717	CHH	C	40/0.0/0/5	40/0.0/0/7
Chr1	75721	CHH	C	40/0.0/0/5	40/0.0/0/9
Chr1	75722	CHH	C	40/0.0/0/5	40/0.0/0/9
Chr1	75725	CG	C	40/0.0/0/5	40/0.0/0/8
Chr1	75726	CG	G	40/0.0/0/28	40/0.0/0/37
Chr1	75727	CHH	C	40/0.0/0/5	40/0.0/0/7
Chr1	75728	CHH	C	40/0.0/0/4	40/0.0/0/8
Chr1	75732	CHH	G	40/0.0/0/47	40/0.0/0/41
Chr1	75733	CHH	G	40/0.0/0/44	40/0.0/0/37
Chr1	75737	CHH	C	40/0.0/0/4	40/0.0/0/9
Chr1	75740	CHH	C	40/0.0/0/4	40/0.0/0/7
Chr1	75742	CHG	C	40/0.0/0/4	40/0.0/0/9
Chr1	75743	CG	C	40/0.0/0/4	40/0.0/0/9
Chr1	75744	CG	G	40/0.0/0/29	40/0.0/0/27
Chr1	75745	CHH	C	40/0.0/0/4	40/0.0/0/6
Chr1	75746	CHH	C	40/0.0/0/4	40/0.0/0/7
Chr1	75749	CHH	C	40/0.0/0/3	40/0.0/0/9
Chr1	75750	CHH	C	0	40/0.0/0/7
Chr1	75752	CHH	C	40/0.0/0/3	40/0.0/0/8
Chr1	75756	CHH	C	40/0.0/0/4	40/0.0/0/11
Chr1	75759	CHH	C	0	40/0.0/0/8
Chr1	75762	CHG	C	40/0.0/0/3	40/0.0/0/10
Chr1	75763	CG	C	0	40/0.0/0/11
Chr1	75764	CG	G	40/2.0/1/49	40/0.0/0/49
Chr1	75765	CHG	C	0	40/0.0/0/11
Chr1	75767	CHG	G	40/0.0/0/55	40/0.0/0/55
Chr1	75768	CHG	C	40/0.0/0/4	40/0.0/0/12
Chr1	75770	CHG	G	40/0.0/0/57	40/0.0/0/58
Chr1	75771	CHG	C	40/0.0/0/4	40/0.0/0/10
Chr1	75773	CHG	G	40/0.0/0/52	40/0.0/0/59
Chr1	75774	CHG	C	40/0.0/0/4	40/0.0/0/10
Chr1	75776	CHG	G	40/0.0/0/54	0
Chr1	75777	CHG	C	40/0.0/0/3	40/0.0/0/10
Chr1	75779	CHG	G	40/0.0/0/43	40/0.0/0/44
Chr1	75780	CHH	C	40/0.0/0/3	40/0.0/0/12
Chr1	75781	CHH	C	40/0.0/0/3	40/0.0/0/10
Chr1	75783	CHG	C	40/0.0/0/3	40/0.0/0/10
Chr1	75784	CG	C	40/0.0/0/3	40/0.0/0/13
Chr1	75785	CG	G	40/0.0/0/67	40/0.0/0/64
Chr1	75787	CHH	C	40/0.0/0/4	40/0.0/0/12
Chr1	75790	CG	C	40/0.0/0/5	40/0.0/0/11
Chr1	75791	CG	G	40/0.0/0/71	40/0.0/0/66
Chr1	75793	CHG	C	40/0.0/0/5	40/0.0/0/13
Chr1	75795	CHG	G	40/0.0/0/71	40/0.0/0/65
Chr1	75796	CHG	C	40/0.0/0/5	40/0.0/0/13
Chr1	75797	CG	C	40/0.0/0/5	40/0.0/0/12
Chr1	75798	CG	G	40/0.0/0/68	40/0.0/0/64
Chr1	75800	CHH	G	40/0.0/0/68	40/0.0/0/65
Chr1	75801	CHH	G	40/0.0/0/69	40/0.0/0/65
Chr1	75805	CG	C	40/0.0/0/7	40/0.0/0/14
Chr1	75806	CG	G	40/0.0/0/68	40/0.0/0/65
Chr1	75808	CHH	C	40/0.0/0/7	40/0.0/0/15
Chr1	75813	CHH	C	40/0.0/0/11	40/0.0/0/14
Chr1	75814	CHH	C	0	40/0.0/0/18
Chr1	75816	CHH	C	40/0.0/0/12	40/0.0/0/17
Chr1	75819	CHH	G	40/0.0/0/65	40/0.0/0/56
Chr1	75823	CHH	G	40/0.0/0/65	40/0.0/0/64
Chr1	75826	CHH	C	40/0.0/0/12	40/12.5/2/14
Chr1	75830	CG	C	40/0.0/0/13	40/0.0/0/19
Chr1	75831	CG	G	40/0.0/0/67	40/0.0/0/73
Chr1	75833	CHH	C	40/0.0/0/15	40/0.0/0/19
Chr1	75836	CHH	C	40/0.0/0/15	40/0.0/0/19
Chr1	75839	CHG	C	40/0.0/0/16	40/0.0/0/17
Chr1	75840	CG	C	40/0.0/0/17	40/0.0/0/18
Chr1	75841	CG	G	40/0.0/0/74	40/0.0/0/80
Chr1	75843	CHH	G	40/0.0/0/77	40/0.0/0/83
Chr1	75847	CG	C	40/0.0/0/17	40/0.0/0/15
Chr1	75848	CG	G	40/0.0/0/79	40/0.0/0/76
Chr1	75850	CHH	C	40/0.0/0/18	40/0.0/0/19
Chr1	75852	CHH	C	40/0.0/0/18	40/0.0/0/21
Chr1	75853	CHH	C	40/0.0/0/18	40/0.0/0/20
Chr1	75856	CHH	G	40/0.0/0/82	40/0.0/0/79
Chr1	75857	CG	C	40/0.0/0/17	40/0.0/0/21
Chr1	75858	CG	G	40/0.0/0/86	40/0.0/0/85
Chr1	75859	CHG	G	40/0.0/0/84	40/0.0/0/84
Chr1	75860	CHH	C	40/0.0/0/16	40/0.0/0/18
Chr1	75864	CHH	C	40/0.0/0/17	40/0.0/0/20
Chr1	75867	CHH	G	40/1.1/1/86	40/0.0/0/78
Chr1	75870	CHG	C	40/0.0/0/22	40/0.0/0/19
Chr1	75871	CG	C	40/0.0/0/22	40/0.0/0/20
Chr1	75872	CG	G	40/0.0/0/85	40/0.0/0/75
Chr1	75873	CHG	C	40/0.0/0/22	40/0.0/0/20
Chr1	75874	CG	C	40/0.0/0/22	40/0.0/0/16
Chr1	75875	CG	G	40/0.0/0/94	40/0.0/0/87
Chr1	75876	CHG	G	40/0.0/0/91	40/0.0/0/87
Chr1	75881	CHH	G	40/0.0/0/86	40/0.0/0/89
Chr1	75885	CG	C	40/0.0/0/25	40/0.0/0/23
Chr1	75886	CG	G	40/1.2/1/82	40/0.0/0/81
Chr1	75887	CHH	C	0	40/0.0/0/20
Chr1	75888	CHG	C	0	40/0.0/0/20
Chr1	75890	CHG	G	40/1.1/1/86	40/0.0/0/92
Chr1	75892	CHG	C	0	40/0.0/0/20
Chr1	75894	CHG	G	0	40/0.0/0/95
Chr1	75900	CHH	G	40/0.0/0/88	40/0.0/0/99
Chr1	75902	CHG	C	0	40/0.0/0/22
Chr1	75903	CG	C	0	40/0.0/0/20
Chr1	75904	CG	G	40/1.1/1/89	40/0.0/0/103
Chr1	75905	CHG	G	40/0.0/0/87	40/0.0/0/102
Chr1	75908	CHH	C	0	40/0.0/0/21
Chr1	75914	CG	C	0	40/0.0/0/21
Chr1	75915	CG	G	40/0.0/0/81	40/0.0/0/99
Chr1	75916	CHG	G	40/0.0/0/78	40/0.0/0/94
Chr1	75919	CHH	C	40/0.0/0/25	40/0.0/0/22
Chr1	75922	CHH	C	40/0.0/0/24	40/0.0/0/22
Chr1	75924	CHG	C	40/0.0/0/25	40/0.0/0/22
Chr1	75925	CG	C	40/0.0/0/26	40/0.0/0/23
Chr1	75926	CG	G	40/0.0/0/82	40/0.0/0/98
Chr1	75929	CHH	C	40/4.2/1/23	40/0.0/0/25
Chr1	75932	CG	C	40/4.3/1/22	40/0.0/0/23
Chr1	75933	CG	G	40/0.0/0/79	40/0.0/0/90
Chr1	75938	CHH	C	40/0.0/0/27	40/0.0/0/23
Chr1	75939	CHH	C	40/3.7/1/26	40/0.0/0/23
Chr1	75940	CHH	C	40/0.0/0/27	40/0.0/0/21
Chr1	75942	CHH	C	40/0.0/0/28	40/0.0/0/21
Chr1	75943	CHH	C	40/0.0/0/28	40/0.0/0/24
Chr1	75945	CHG	C	40/0.0/0/30	40/0.0/0/24
Chr1	75946	CG	C	40/0.0/0/29	40/0.0/0/25
Chr1	75947	CG	G	40/0.0/0/58	40/0.0/0/74
Chr1	75948	CHH	C	40/0.0/0/33	40/0.0/0/26
Chr1	75950	CG	C	40/0.0/0/33	40/0.0/0/26
Chr1	75951	CG	G	40/0.0/0/65	40/0.0/0/70
Chr1	75952	CHH	C	40/0.0/0/33	40/0.0/0/24
Chr1	75953	CHH	C	0	40/0.0/0/24
Chr1	75956	CHH	G	40/0.0/0/69	0
Chr1	75959	CHH	G	40/0.0/0/70	40/0.0/0/72
Chr1	75963	CHH	C	0	40/0.0/0/26
Chr1	75965	CHG	C	40/0.0/0/32	40/0.0/0/24
Chr1	75966	CG	C	40/0.0/0/29	40/0.0/0/22
Chr1	75967	CG	G	40/0.0/0/70	40/0.0/0/75
Chr1	75968	CHG	G	40/0.0/0/72	40/0.0/0/71
Chr1	75969	CHH	C	40/0.0/0/26	40/0.0/0/25
Chr1	75970	CHH	C	40/0.0/0/26	40/0.0/0/26
Chr1	75976	CHH	G	40/0.0/0/62	40/0.0/0/63
Chr1	75980	CHH	C	40/0.0/0/27	40/0.0/0/27
Chr1	75984	CHH	G	40/0.0/0/61	40/0.0/0/64
Chr1	75985	CHH	G	40/0.0/0/59	40/0.0/0/63
Chr1	75988	CHH	G	40/0.0/0/59	40/0.0/0/63
Chr1	75989	CHH	G	40/0.0/0/60	40/0.0/0/62
Chr1	75990	CHH	G	40/0.0/0/60	40/0.0/0/63
Chr1	75991	CHH	G	40/0.0/0/60	40/0.0/0/64
Chr1	75994	CHH	C	40/0.0/0/25	40/0.0/0/30
Chr1	75998	CG	C	40/0.0/0/25	40/0.0/0/30
Chr1	75999	CG	G	40/0.0/0/48	40/0.0/0/65
Chr1	76000	CHG	G	40/0.0/0/48	40/0.0/0/64
Chr1	76001	CHH	G	40/0.0/0/48	40/0.0/0/61
Chr1	76002	CHH	G	40/0.0/0/46	40/0.0/0/58
Chr1	76003	CHG	C	40/0.0/0/26	40/0.0/0/29
Chr1	76004	CG	C	40/0.0/0/26	40/0.0/0/29
Chr1	76005	CG	G	40/0.0/0/46	40/0.0/0/58
Chr1	76010	CG	C	40/0.0/0/26	40/0.0/0/30
Chr1	76011	CG	G	40/0.0/0/43	40/0.0/0/60
Chr1	76013	CHH	G	40/0.0/0/43	40/0.0/0/57
Chr1	76017	CHH	C	40/0.0/0/28	40/0.0/0/36
Chr1	76022	CHG	C	40/0.0/0/29	40/0.0/0/37
Chr1	76023	CG	C	40/3.4/1/28	40/0.0/0/35
Chr1	76024	CG	G	0	40/0.0/0/47
Chr1	76025	CHG	C	40/0.0/0/31	40/0.0/0/37
Chr1	76026	CG	C	40/0.0/0/31	40/0.0/0/35
Chr1	76027	CG	G	40/0.0/0/44	40/0.0/0/54
Chr1	76029	CHH	G	40/0.0/0/43	40/0.0/0/50
Chr1	76031	CHH	C	40/0.0/0/33	40/0.0/0/37
Chr1	76035	CHH	C	40/0.0/0/36	40/0.0/0/37
Chr1	76036	CHH	C	40/0.0/0/36	40/0.0/0/38
Chr1	76040	CHH	G	40/0.0/0/40	40/0.0/0/48
Chr1	76042	CG	C	40/0.0/0/36	40/0.0/0/37
Chr1	76043	CG	G	40/0.0/0/40	40/0.0/0/46
Chr1	76046	CG	C	40/0.0/0/33	40/0.0/0/38
Chr1	76047	CG	G	40/0.0/0/44	40/0.0/0/45
Chr1	76049	CG	C	40/0.0/0/31	40/0.0/0/42
Chr1	76050	CG	G	40/0.0/0/43	40/0.0/0/42
Chr1	76053	CHH	G	40/0.0/0/44	40/0.0/0/44
Chr1	76055	CG	C	40/0.0/0/33	40/0.0/0/41
Chr1	76056	CG	G	40/0.0/0/44	40/0.0/0/40
Chr1	76057	CHG	G	40/0.0/0/44	40/0.0/0/42
Chr1	76058	CHH	G	0	40/0.0/0/41
Chr1	76060	CHH	G	40/0.0/0/45	40/0.0/0/38
Chr1	76065	CHH	C	40/0.0/0/38	40/0.0/0/42
Chr1	76067	CG	C	40/2.7/1/36	40/0.0/0/38
Chr1	76068	CG	G	40/0.0/0/44	40/0.0/0/42
Chr1	76069	CHG	G	40/0.0/0/45	40/0.0/0/43
Chr1	76070	CG	C	40/0.0/0/41	40/0.0/0/36
Chr1	76071	CG	G	0	40/0.0/0/44
Chr1	76072	CG	C	40/0.0/0/41	40/0.0/0/38
Chr1	76073	CG	G	0	40/0.0/0/45
Chr1	76075	CG	C	40/0.0/0/43	40/0.0/0/37
Chr1	76076	CG	G	40/0.0/0/44	40/0.0/0/43
Chr1	76077	CHG	G	40/0.0/0/44	40/0.0/0/44
Chr1	76078	CG	C	40/0.0/0/40	40/3.2/1/30
Chr1	76079	CG	G	40/0.0/0/44	40/0.0/0/41
Chr1	76083	CHH	C	0	40/2.4/1/40
Chr1	76085	CHH	C	40/0.0/0/45	40/0.0/0/37
Chr1	76088	CHH	G	40/0.0/0/46	40/0.0/0/38
Chr1	76089	CHH	G	40/0.0/0/46	40/0.0/0/36
Chr1	76090	CG	C	40/0.0/0/45	40/0.0/0/32
Chr1	76091	CG	G	40/0.0/0/45	40/0.0/0/37
Chr1	76095	CHH	C	40/0.0/0/46	40/0.0/0/38
Chr1	76097	CHH	C	40/2.2/1/44	40/0.0/0/40
Chr1	76099	CG	C	40/0.0/0/45	40/0.0/0/36
Chr1	76100	CG	G	40/0.0/0/42	40/0.0/0/33
Chr1	76101	CG	C	40/0.0/0/45	40/0.0/0/40
Chr1	76102	CG	G	40/0.0/0/42	40/0.0/0/31
Chr1	76103	CHG	C	40/0.0/0/46	40/0.0/0/45
Chr1	76104	CG	C	40/0.0/0/45	40/0.0/0/44
Chr1	76105	CG	G	40/0.0/0/50	40/0.0/0/40
Chr1	76107	CHH	C	40/0.0/0/44	40/0.0/0/50
Chr1	76110	CHH	G	40/0.0/0/52	40/0.0/0/37
Chr1	76111	CHH	G	40/0.0/0/53	40/0.0/0/40
Chr1	76112	CHH	G	40/0.0/0/52	40/0.0/0/39
Chr1	76113	CHH	C	40/0.0/0/49	40/0.0/0/39
Chr1	76115	CG	C	40/0.0/0/50	40/0.0/0/41
Chr1	76116	CG	G	40/0.0/0/49	40/0.0/0/37
Chr1	76118	CHH	G	40/0.0/0/50	40/0.0/0/40
Chr1	76119	CHH	G	40/0.0/0/50	0
Chr1	76121	CHH	G	40/0.0/0/50	40/0.0/0/42
Chr1	76123	CHH	C	40/0.0/0/48	40/0.0/0/45
Chr1	76125	CHG	C	40/0.0/0/48	40/0.0/0/45
Chr1	76127	CHG	G	40/0.0/0/51	40/0.0/0/45
Chr1	76131	CHH	C	40/0.0/0/44	40/0.0/0/48
Chr1	76135	CHH	G	40/0.0/0/53	40/0.0/0/41
Chr1	76136	CG	C	40/0.0/0/41	40/0.0/0/50
Chr1	76137	CG	G	40/0.0/0/52	40/0.0/0/46
Chr1	76139	CG	C	40/0.0/0/40	40/0.0/0/52
Chr1	76140	CG	G	40/0.0/0/52	40/0.0/0/47
Chr1	76142	CG	C	40/0.0/0/38	40/0.0/0/51
Chr1	76143	CG	G	40/0.0/0/51	40/0.0/0/48
Chr1	76145	CHH	C	40/0.0/0/38	40/0.0/0/51
Chr1	76148	CHG	C	40/0.0/0/38	40/0.0/0/49
Chr1	76149	CG	C	40/0.0/0/39	40/0.0/0/48
Chr1	76150	CG	G	40/0.0/0/51	40/0.0/0/50
Chr1	76152	CHH	G	40/0.0/0/52	40/0.0/0/49
Chr1	76153	CHH	G	40/0.0/0/50	40/0.0/0/45
Chr1	76154	CHG	C	40/0.0/0/35	40/0.0/0/43
Chr1	76156	CHG	G	40/0.0/0/49	40/0.0/0/45
Chr1	76157	CHH	G	40/0.0/0/48	40/0.0/0/44
Chr1	76158	CHH	C	40/0.0/0/30	40/0.0/0/32
Chr1	76159	CHG	C	40/0.0/0/37	40/0.0/0/42
Chr1	76160	CG	C	40/0.0/0/41	40/0.0/0/42
Chr1	76161	CG	G	0	40/0.0/0/41
Chr1	76162	CHG	G	40/0.0/0/47	40/0.0/0/38
Chr1	76167	CG	C	40/0.0/0/30	40/0.0/0/39
Chr1	76168	CG	G	0	40/0.0/0/40
